component,load_N,temperature_C,material_type,stress_Pa,strain,yield_point_Pa,safety_factor
shaft,1641.356718,196.0183748,steel,747157.438,3.74E-06,198953548.2,266.2806232
shaft,1950.382235,25.33278639,abs_plastic,195316.5107,9.77E-05,31555737.87,161.5620602
bracket,8368.916196,378.0595047,chromium,992519.342,3.56E-06,273980165.1,276.0451646
shaft,9026.149172,742.4305294,steel,47488054.13,0.00023744,56658716.3,1.193115139
coupling,2578.551423,542.0660248,steel,289923.7619,1.45E-06,108836972.7,375.3985944
coupling,6109.033851,72.77995878,aluminium,757083.1446,1.08E-05,119675017.2,158.07381
spring,2759.129436,59.58607613,abs_plastic,2896573.305,0.001448287,20137974.62,6.952344203
housing,5077.556074,132.6604576,steel,1134280.473,5.67E-06,215453005.8,189.9468526
gear,5266.125666,476.8103816,steel,28603734.47,0.000143019,125830629.8,4.399097954
shaft,7158.841489,305.7033812,steel,11471293.45,5.74E-05,170389744.5,14.85357734
lever,9556.234089,255.3485641,chromium,2893291.467,1.04E-05,314883812,108.8323854
valve_body,5811.667621,63.3555905,aluminium,1602635.056,2.29E-05,123601837.3,77.1241318
bearing,5645.148232,50.91700515,abs_plastic,1325005.652,0.000662503,23027664.95,17.37929564
coupling,4578.295081,186.0339541,chromium,714852.3461,2.56E-06,337988682,472.8090826
cam,3824.670846,927.071349,chromium,752868.2359,2.70E-06,90976217,120.8394944
bolt,9134.733521,701.5598585,steel,1802425.883,9.01E-06,67302120.18,37.33974351
pulley,4759.939895,58.33574447,steel,2390109.774,1.20E-05,234808399.9,98.24168014
cylinder,4594.192447,255.2965485,steel,1177457.993,5.89E-06,183516523.8,155.8582344
housing,7515.090272,232.4060098,steel,5948926.89,2.97E-05,189477601.6,31.85071948
bracket,9215.488865,589.9570611,chromium,1712453.317,6.14E-06,203347646.3,118.7463882
valve_body,2201.547401,529.7321508,chromium,458680.6342,1.64E-06,223422616.4,487.0984291
piston,8204.072981,541.768345,titanium,1046286.737,9.51E-06,222789568.8,212.9335687
coupling,7664.546307,163.7312169,titanium,16670268.81,0.000151548,695335978.9,41.71114377
pulley,7312.089945,75.90752665,aluminium,1936678.829,2.77E-05,118371863.9,61.12106051
piston,3126.451145,324.210333,titanium,477066.2923,4.34E-06,494737083.7,1037.040537
bolt,7694.990113,292.3528481,aluminium,2626428.569,3.75E-05,28186313.29,10.73180273
pulley,3522.003662,451.1107956,titanium,793725.7835,7.22E-06,336111505.5,423.4604853
bearing,5538.331015,931.1958882,chromium,583975.0881,2.09E-06,89601370.61,153.4335495
flange,9077.979116,478.1484975,steel,9601403.522,4.80E-05,125482162.1,13.06914784
bracket,7587.924942,242.3576773,aluminium,1518644.753,2.17E-05,49017634.46,32.27722242
bolt,4164.927103,541.1862081,titanium,464165.1911,4.22E-06,223517239.8,481.5467513
housing,8603.907417,89.24314823,steel,993127.1207,4.97E-06,226759596.8,228.3288736
bearing,1865.481973,206.7084723,steel,440191.4048,2.20E-06,196169668.7,445.646295
piston,7321.212942,176.7208821,aluminium,2003557.02,2.86E-05,76366299.14,38.11536102
bolt,3941.778895,242.8702251,aluminium,1260568.266,1.80E-05,48804072.88,38.7159301
bearing,7469.977462,168.9405788,chromium,5373512.044,1.93E-05,343686473.7,63.95937535
gear,2538.847648,81.98834072,chromium,1808393.422,6.48E-06,372670553.1,206.0782507
lever,2606.691517,64.42366603,abs_plastic,489699.94,0.00024485,18525444.66,37.83019589
cam,2408.556789,694.23433,steel,761539.0814,3.81E-06,69209809.89,90.88149458
spring,259.6339991,310.6725613,steel,72484.44336,3.62E-07,169095687.2,2332.854876
cylinder,820.0889916,478.2761968,titanium,363509.8001,3.30E-06,302154754,831.2148777
housing,8051.80002,177.3255477,aluminium,1082996.307,1.55E-05,76114355.11,70.28126931
bolt,3619.744992,650.9096604,steel,1199566.773,6.00E-06,80492275.93,67.10112164
cam,2349.356011,418.2781611,chromium,275503.9566,9.87E-07,260573946.3,945.8083635
gear,2744.9361,210.7415455,steel,1167815.156,5.84E-06,195119389.2,167.0807132
lever,5032.167324,449.8944166,chromium,2225731.759,7.98E-06,250035194.5,112.3384224
piston,224.5203436,109.2986784,titanium,31698.35578,2.88E-07,763376652,24082.53151
housing,5953.881374,90.94727223,abs_plastic,669000.5812,0.0003345,9684242.591,14.47568637
pulley,448.0542213,66.00563353,abs_plastic,56807.93744,2.84E-05,17998122.16,316.8240737
flange,5541.877675,88.62113166,abs_plastic,1156096.77,0.000578048,10459622.78,9.047359226
bracket,209.0322475,136.6580905,aluminium,127880.8653,1.83E-06,93059128.97,727.7017459
spring,7117.112723,194.3221996,chromium,799992.028,2.87E-06,335225933.5,419.0365925
flange,1514.174485,233.9904475,aluminium,191165.6034,2.73E-06,52503980.23,274.6518164
bolt,8549.308977,595.1509182,steel,967791.139,4.84E-06,95012781.72,98.17488288
valve_body,7501.211568,999.7565322,chromium,1030836.65,3.69E-06,66747822.61,64.75111517
piston,5914.743133,155.8843266,steel,614032.187,3.07E-06,209405123.3,341.0328118
cylinder,1857.823405,733.8303676,steel,394816.7177,1.97E-06,58898341.77,149.1789459
lever,6022.056249,489.4245519,steel,8153808.146,4.08E-05,122545689.6,15.0292584
shaft,5485.896656,456.6406633,steel,1045103.376,5.23E-06,131083160.6,125.4260235
spring,2943.689345,163.1749451,aluminium,364039.1035,5.20E-06,82010439.52,225.2792041
pulley,4355.329449,301.512541,chromium,589014.422,2.11E-06,299495819.7,508.4694169
lever,5922.622697,58.71928855,aluminium,1371418.275,1.96E-05,125533629.8,91.5356256
spring,6028.942638,234.0411424,steel,1484853.938,7.42E-06,189051785.8,127.3201229
coupling,9418.025472,692.2666583,steel,1656234.952,8.28E-06,69722224.41,42.09681986
coupling,3396.270482,29.99652529,abs_plastic,2940857.146,0.001470429,30001158.24,10.20150138
spring,2621.150696,798.5921425,steel,1337003.234,6.69E-06,42033296.23,31.43844021
gear,1076.983755,472.2481692,steel,170520.743,8.53E-07,127018705.9,744.8871245
bolt,4389.18423,83.97534896,abs_plastic,591470.5662,0.000295735,12008217.01,20.30230699
piston,5691.930224,34.37255727,abs_plastic,5233192.633,0.002616596,28542480.91,5.454123881
housing,6698.605735,649.8782792,steel,1304253.001,6.52E-06,80760864.79,61.92116463
gear,5401.158688,937.0342763,chromium,897743.6824,3.22E-06,87655241.24,97.63949661
pulley,5251.203899,975.7396446,chromium,543539.453,1.95E-06,74753451.81,137.5308662
pulley,8129.935206,75.22794653,aluminium,3672022.574,5.25E-05,118655022.3,32.31326057
bracket,4109.510876,746.6046375,steel,4188265.447,2.09E-05,55571708.97,13.26843049
spring,9193.363151,906.0313873,chromium,5572953.819,2.00E-05,97989537.58,17.58305214
housing,6737.421986,187.5268604,titanium,1142423.636,1.04E-05,665591424.5,582.6134925
shaft,7220.076986,601.2883592,steel,1390326.788,6.95E-06,93414489.79,67.18887285
cam,8390.763859,199.7220767,titanium,1637433.075,1.49E-05,650347404.2,397.1749529
pulley,2344.910312,932.8605792,chromium,257873.4465,9.24E-07,89046473.61,345.3107515
lever,292.0723316,209.6639257,titanium,46237.45022,4.20E-07,637920092.8,13796.61053
cam,9104.908281,514.4337802,steel,11214646.89,5.61E-05,116032869.7,10.34654688
pulley,9581.889916,80.61568635,steel,1784215.328,8.92E-06,229006331.7,128.3512859
coupling,3218.025413,44.51190387,abs_plastic,2001666.085,0.001000833,25162698.71,12.57087728
lever,4332.32482,445.0462356,titanium,1263270.976,1.15E-05,343692205.5,272.0653066
shaft,4403.313668,131.8469732,titanium,2210559.126,2.01E-05,735191283.5,332.5815965
flange,2729.317223,234.8253504,aluminium,1276405.165,1.82E-05,52156104.01,40.86171494
coupling,4708.321027,944.3319327,chromium,504960.2933,1.81E-06,85222689.1,168.7710702
pulley,3646.368508,166.4114007,chromium,708190.5455,2.54E-06,344529533.1,486.4927036
lever,9017.525608,745.4041947,steel,2313777.712,1.16E-05,55884324.3,24.15284926
shaft,8972.738867,649.23209,steel,65880357.8,0.000329402,80929143.22,1.228425982
shaft,2374.191208,175.6658604,steel,5008138.375,2.50E-05,204253682.2,40.78435276
housing,2698.851876,50.36136349,titanium,1130790.352,1.03E-05,837048295.6,740.2329656
gear,3834.070039,543.9348838,titanium,4853634.761,4.41E-05,220081395.3,45.34362516
cylinder,2232.0569,306.0298335,chromium,1232977.983,4.42E-06,297990055.5,241.6831927
flange,9117.258847,623.0408838,chromium,2182065.073,7.82E-06,192319705.4,88.13655823
bracket,2181.734161,348.215391,titanium,352235.1286,3.20E-06,464730761.3,1319.376529
lever,4090.083703,71.93231719,abs_plastic,583389.3838,0.000291695,16022560.94,27.46460834
piston,1025.849224,139.591485,aluminium,746251.8438,1.07E-05,91836881.25,123.0641934
bolt,4804.191574,267.462156,steel,625024.0858,3.13E-06,180348396.9,288.5463152
piston,8138.48065,89.37217208,abs_plastic,1203422.207,0.000601711,10209275.97,8.483536299
bearing,7656.619629,126.4723494,steel,3239059.415,1.62E-05,217064492.3,67.01466831
cylinder,2505.159081,274.3422729,aluminium,2451805.706,3.50E-05,35690719.62,14.55691188
lever,8886.664886,648.4403951,chromium,2118353.491,7.59E-06,183853201.6,86.79061469
gear,5138.523632,205.0454793,titanium,530139.2025,4.82E-06,643693150.8,1214.196475
bracket,3051.688527,55.40998871,aluminium,361519.2328,5.16E-06,126912504.7,351.0532586
gear,6638.650242,57.66531355,abs_plastic,3207999.797,0.001604,20778228.82,6.477004406
cam,5511.487903,360.1166398,steel,733705.3556,3.67E-06,156219625,212.9187471
valve_body,7735.306433,58.03668886,chromium,3825808.763,1.37E-05,380654437,99.49646221
bearing,9354.7382,671.2662845,steel,1108237.963,5.54E-06,75191071.73,67.84740662
coupling,4351.534181,57.65647579,abs_plastic,2624602.021,0.001312301,20781174.74,7.917838428
lever,8041.809787,361.7860224,chromium,1153877.74,4.14E-06,279404659.2,242.1440761
pulley,5839.397438,673.69612,chromium,639961.2345,2.29E-06,175434626.7,274.1332087
gear,484.1146018,165.682572,steel,58121.64965,2.91E-07,206853496.9,3558.974979
coupling,3571.362645,238.5501641,titanium,663552.0821,6.03E-06,601812294.9,906.9556274
spring,6791.336966,263.7508859,chromium,26797409.35,9.60E-05,312083038,11.64601525
valve_body,1996.061088,161.193769,aluminium,230229.2234,3.29E-06,82835929.57,359.7976328
valve_body,877.5088036,48.51237887,abs_plastic,116973.8322,5.85E-05,23829207.04,203.7139983
pulley,8186.254359,960.4003047,chromium,1030059.779,3.69E-06,79866565.11,77.53585448
flange,855.3942963,78.61601471,abs_plastic,137807.6967,6.89E-05,13794661.76,100.1008078
flange,193.2565741,812.6171137,chromium,72433.43906,2.60E-07,129127628.8,1782.707413
cam,4596.722756,693.4754113,steel,500846.0795,2.50E-06,69407444.97,138.5803899
cam,1621.472944,865.7047655,chromium,593161.4158,2.13E-06,111431744.8,187.8607439
spring,5107.151055,34.03074263,steel,547130.1357,2.74E-06,241137827.4,440.7321252
housing,6913.367302,632.3053322,steel,867059.3361,4.34E-06,85337153.06,98.42135308
gear,4530.94251,666.9545189,steel,1463234.983,7.32E-06,76313927.36,52.1542529
bolt,4955.446058,113.402495,steel,615866.6739,3.08E-06,220468100.3,357.9802409
cam,4099.365205,378.8914029,steel,16382744.49,8.19E-05,151330363.8,9.237180249
housing,4422.159045,641.1210365,chromium,970726.6702,3.48E-06,186292987.8,191.9108577
housing,3942.17748,160.5301309,titanium,426066.5001,3.87E-06,699337336.3,1641.380714
coupling,232.7535933,35.16808157,steel,23915.52979,1.20E-07,240841645.4,10070.51266
spring,8075.522059,36.31708444,aluminium,875916.5185,1.25E-05,134867881.5,153.9734423
gear,5753.822308,27.01895268,steel,2169348.233,1.08E-05,242963814.4,111.9985306
bearing,4893.426533,71.84817018,abs_plastic,17368096.69,0.008684048,16050609.94,0.924143286
flange,6223.992976,199.7113277,titanium,6555964.598,5.96E-05,650360840.4,99.20139601
bracket,9239.915095,557.6378706,steel,6802478.905,3.40E-05,104781804.5,15.40347365
bracket,5965.58164,253.9600774,aluminium,11208375.61,0.00016012,44183301.07,3.941989686
pulley,9680.625551,270.8026293,steel,969757.997,4.85E-06,179478482,185.0755369
coupling,1992.984126,107.5675125,aluminium,405751.2284,5.80E-06,105180203.1,259.2233757
valve_body,5327.669745,291.4436114,aluminium,733082.226,1.05E-05,28565161.93,38.96583619
spring,4139.60057,130.9408752,titanium,793107.8329,7.21E-06,736323906,928.4032706
flange,8063.3067,84.5132465,chromium,1159108.839,4.15E-06,371828917.8,320.7886139
bracket,1312.566027,62.72288906,abs_plastic,149042.0826,7.45E-05,19092370.31,128.1005337
piston,4871.749686,39.72898975,aluminium,1707216.168,2.44E-05,133446254.3,78.16599723
cam,9456.712243,99.14686095,aluminium,2028205.566,2.90E-05,108688807.9,53.58865481
pulley,9185.810562,75.28566879,aluminium,933253.9596,1.33E-05,118630971.3,127.1154225
valve_body,7765.086362,72.49623843,abs_plastic,1628083.136,0.000814042,15834587.19,9.725908243
housing,559.3885715,631.4803192,chromium,88814.79877,3.18E-07,189506560.3,2133.727294
pulley,863.7293035,44.49567364,abs_plastic,131052.1215,6.55E-05,25168108.79,192.0465575
bracket,8913.184638,41.62788724,abs_plastic,1080998.398,0.000540499,26124037.59,24.16658307
cylinder,2948.412501,742.3222473,chromium,3713344.102,1.33E-05,152559250.9,41.08405973
shaft,5045.707987,449.7378564,chromium,820556.1651,2.94E-06,250087381.2,304.7778956
spring,4636.707816,172.2013274,titanium,1859541.272,1.69E-05,684748340.8,368.2350864
lever,8879.632241,239.4415974,titanium,1180443.491,1.07E-05,600698003.3,508.874849
bolt,9622.693563,202.7285643,aluminium,2084916.623,2.98E-05,65529764.89,31.4304007
bearing,3314.582809,294.8053267,aluminium,2311427.898,3.30E-05,27164447.2,11.75223645
cylinder,4906.426639,58.2399636,abs_plastic,1029350.176,0.000514675,20586678.8,19.99968453
shaft,1534.832018,218.7187173,steel,167671.4067,8.38E-07,193042000.7,1151.311393
cylinder,7598.508523,610.8877466,steel,936154.2559,4.68E-06,90914649.31,97.11503071
bolt,1397.690631,770.8339596,chromium,149786.8786,5.37E-07,143055346.8,955.059269
shaft,3753.275551,98.59978667,titanium,717347.7498,6.52E-06,776750266.7,1082.808536
cam,9346.475443,163.1921093,steel,3591507.855,1.80E-05,207502054.9,57.77574858
coupling,3893.328239,480.9044776,titanium,843161.3305,7.67E-06,298869403,354.4628913
valve_body,5140.222513,31.79631339,abs_plastic,835076.4973,0.000417538,29401228.87,35.20782703
cylinder,7175.552932,95.01636923,abs_plastic,785817.6923,0.000392909,8327876.923,10.59772133
valve_body,1402.496536,44.18213604,abs_plastic,156505.1692,7.83E-05,25272621.32,161.4810644
flange,8607.317016,28.80141769,abs_plastic,907989.1614,0.000453995,30399527.44,33.48005541
shaft,192.1718785,276.5883696,titanium,345580.1805,3.14E-06,554264538,1603.866684
valve_body,3451.684872,294.5922615,titanium,559395.2391,5.09E-06,531759673.1,950.5974237
coupling,7561.437104,291.0714262,aluminium,967235.8309,1.38E-05,28720239.09,29.69310914
coupling,5366.136478,298.8217205,chromium,9482383.673,3.40E-05,300392759.8,31.67903453
cylinder,1774.33614,110.2859467,aluminium,397994.2789,5.69E-06,104047522.2,261.4296931
cylinder,9301.134904,195.9583921,aluminium,2319509.688,3.31E-05,68350669.96,29.46772342
gear,9823.138326,983.3595981,chromium,1061126.707,3.80E-06,72213467.3,68.05357629
valve_body,3325.217483,493.8602804,titanium,801827.03,7.29E-06,282674649.5,352.5381895
pulley,1995.747188,50.89891162,abs_plastic,407286.9058,0.000203643,23033696.13,56.55398147
housing,3275.050433,289.8964834,aluminium,507630.7761,7.25E-06,29209798.59,57.54142572
coupling,4358.741494,265.0024359,aluminium,1413149.571,2.02E-05,39582318.36,28.00999921
bracket,7608.009239,68.48110655,abs_plastic,1324031.502,0.000662016,17172964.48,12.97020838
piston,1490.940197,69.8039517,abs_plastic,691064.0013,0.000345532,16732016.1,24.2119631
cam,5494.328692,241.1356084,steel,578995.8752,2.89E-06,187204268.6,323.325738
gear,7251.497726,96.43398908,chromium,6301884.458,2.26E-05,367855337,58.3722757
valve_body,1691.062157,783.0470616,steel,1013006.162,5.07E-06,46081494.39,45.48984609
bracket,3704.798463,390.8441244,titanium,2689586.092,2.45E-05,411444844.4,152.9770122
bracket,3798.048934,676.5705256,chromium,4673888.4,1.68E-05,174476491.5,37.33005081
shaft,7167.619241,298.4107357,titanium,1755179.31,1.60E-05,526986580.4,300.2465772
spring,5313.289932,104.9186873,aluminium,1440082.3,2.06E-05,106283880.3,73.80403208
pulley,9729.003384,68.54612509,abs_plastic,7558113.599,0.003779057,17151291.64,2.269255604
flange,2535.397429,435.0277227,steel,520046.6978,2.60E-06,136711530.6,262.8831817
lever,2018.512387,144.4475957,titanium,272488.6859,2.48E-06,719440505.4,2640.258267
cylinder,5777.568463,230.9389441,chromium,669468.1593,2.40E-06,323020352,482.5029353
lever,5233.080452,224.3391528,titanium,2164959.925,1.97E-05,619576058.9,286.1836156
coupling,2758.150754,661.1510643,chromium,512400.0241,1.84E-06,179616311.9,350.5392339
bearing,8313.987276,362.8072874,chromium,1930879.857,6.92E-06,279064237.5,144.5269815
cylinder,4604.012691,293.0552983,titanium,648839.8796,5.90E-06,533680877.2,822.5155295
bolt,3360.280647,44.47627178,titanium,670270.2958,6.09E-06,844404660.3,1259.797227
spring,852.3357125,210.0607022,aluminium,462417.1864,6.61E-06,62474707.4,135.1046398
piston,2418.570692,95.49763178,aluminium,367439.404,5.25E-06,110209320.1,299.9387624
cylinder,2026.0249,78.5343679,abs_plastic,1245971.421,0.000622986,13821877.37,11.09325394
valve_body,5195.228288,28.45604831,abs_plastic,745229.1952,0.000372615,30514650.56,40.94666548
piston,3050.769961,434.0885926,chromium,999091.6453,3.58E-06,255303802.5,255.5359197
gear,3691.394618,165.5725797,titanium,537633.8266,4.89E-06,693034275.4,1289.045148
bolt,5068.218401,82.2355622,abs_plastic,601264.6978,0.000300632,12588145.93,20.93611346
shaft,6227.458111,99.20805474,aluminium,695090.4741,9.93E-06,108663310.5,156.3297363
cylinder,3551.164447,583.0043288,steel,3977174.99,1.99E-05,98175956.04,24.68484698
cam,7415.390132,816.3603863,chromium,5401111.386,1.94E-05,127879871.2,23.6765847
piston,2574.027044,58.04844367,titanium,371052.769,3.37E-06,827439445.4,2229.977821
coupling,5892.270382,61.05360131,abs_plastic,1176726.965,0.000588363,19648799.56,16.69784084
flange,6011.454538,350.8643435,steel,1329315.411,6.65E-06,158629077.2,119.3314062
bracket,8268.835269,398.4993712,steel,1508989.215,7.54E-06,146224122.1,96.90203257
bearing,1899.90381,69.82802516,titanium,264987.7603,2.41E-06,812714968.6,3066.990595
flange,1961.3556,72.25093866,abs_plastic,1249284.203,0.000624642,15916353.78,12.74037864
spring,5318.768978,739.5432452,chromium,8238675.606,2.95E-05,153485584.9,18.62988571
piston,2239.647384,71.35349761,aluminium,512102.4572,7.32E-06,120269376,234.8541279
cylinder,8445.204932,530.0469703,chromium,979491.7602,3.51E-06,223317676.6,227.9934203
valve_body,448.2288522,731.220843,steel,57644.18492,2.88E-07,59577905.46,1033.545804
gear,6483.091593,115.1049737,aluminium,911996.0971,1.30E-05,102039594.3,111.8859989
spring,2634.609613,527.6458014,steel,2105818.676,1.05E-05,112592239.2,53.46720519
spring,4427.76624,95.00460319,aluminium,728293.0136,1.04E-05,110414748.7,151.6075901
